Bonds,,Date,XS0162513211,XS0419267595,XS0982019126,XS0148579153,XS0412842857,XS0170641426,XS0367884375,XS0385754733,XS0361244667,XS0361244402,XS0408095387,XS0410299357,XS0322977223
,,12/19/2019,157.449,NA,111.566,NA,110.816,,NA,NA,102.233,NA,NA,NA,NA
,,12/20/2019,157.814,NA,111.642,NA,110.835,,NA,NA,102.217,NA,NA,NA,NA
,,12/23/2019,157.655,NA,111.563,NA,110.758,,NA,NA,102.16,NA,NA,NA,NA
,,12/24/2019,157.692,NA,111.659,NA,110.738,,NA,NA,102.129,NA,NA,NA,NA
,,12/25/2019,157.698,NA,111.66,NA,110.729,,NA,NA,102.133,NA,NA,NA,NA
,,12/26/2019,157.763,NA,111.66,NA,110.729,,NA,NA,102.133,NA,NA,NA,NA
,,12/27/2019,157.814,NA,111.478,NA,110.674,,NA,NA,102.077,NA,NA,NA,NA
,,12/30/2019,156.803,NA,111.294,NA,110.664,,NA,NA,102.054,NA,NA,NA,NA
,,12/31/2019,156.946,NA,111.299,NA,110.653,,NA,NA,102.042,NA,NA,NA,NA
,,1/1/2020,157.007,NA,111.299,NA,110.669,,NA,NA,102.044,NA,NA,NA,NA
,,1/2/2020,157.315,NA,111.299,NA,110.519,,NA,NA,101.982,NA,NA,NA,NA
,,1/3/2020,157.38,NA,111.544,NA,110.525,,NA,NA,101.972,NA,NA,NA,NA
,,1/6/2020,158.456,NA,111.604,NA,110.511,,NA,NA,101.955,NA,NA,NA,NA
,,1/7/2020,158.17,NA,111.532,NA,110.495,,NA,NA,101.929,NA,NA,NA,NA
,,1/8/2020,157.575,NA,111.434,NA,110.477,,NA,NA,101.908,NA,NA,NA,NA
,,1/9/2020,157.119,NA,111.369,NA,110.384,,NA,NA,101.79,NA,NA,NA,NA
,,1/10/2020,157.552,NA,111.319,NA,110.351,,NA,NA,101.79,NA,NA,NA,NA
,,1/13/2020,156.917,NA,111.277,NA,110.321,,NA,NA,101.853,NA,NA,NA,NA
,,1/14/2020,156.986,NA,111.283,NA,110.294,,NA,NA,101.826,NA,NA,NA,NA
,,1/15/2020,157.674,NA,111.353,NA,110.313,,NA,NA,101.815,NA,NA,NA,NA
,,1/16/2020,157.739,NA,111.347,NA,110.277,,NA,NA,101.765,NA,NA,NA,NA
,,1/17/2020,157.861,NA,111.357,NA,110.236,,NA,NA,101.69,NA,NA,NA,NA
,,1/20/2020,158.085,NA,111.388,NA,110.229,,NA,NA,101.738,NA,NA,NA,NA
,,1/21/2020,157.7,NA,111.415,NA,110.197,,NA,NA,101.716,NA,NA,NA,NA
,,1/22/2020,158.09,NA,111.48,NA,110.203,,NA,NA,101.62,NA,NA,NA,NA
,,1/23/2020,158.73,NA,111.501,NA,110.186,,NA,NA,101.58,NA,NA,NA,NA
,,1/24/2020,159.05,NA,111.62,NA,110.191,,NA,NA,101.56,NA,NA,NA,NA
,,1/27/2020,159.83,NA,111.705,NA,110.133,,NA,NA,101.54,NA,NA,NA,NA
,,1/28/2020,159.07,NA,111.626,NA,110.17,,NA,NA,101.51,NA,NA,NA,NA
,,1/29/2020,160.438,NA,111.717,NA,110.144,,NA,NA,101.51,NA,NA,NA,NA
,,1/30/2020,159.94,NA,111.711,NA,110.101,,NA,NA,101.46,NA,NA,NA,NA
,,1/31/2020,160.65,NA,111.844,NA,110.071,,NA,NA,101.44,NA,NA,NA,NA
,,2/3/2020,161.573,NA,111.868,NA,110.096,,NA,NA,101.42,NA,NA,NA,NA
,,2/4/2020,160.09,NA,111.719,NA,110.039,,NA,NA,101.4,NA,NA,NA,NA
,,2/5/2020,159.46,NA,111.645,NA,110.018,,NA,NA,101.4,NA,NA,NA,NA
,,2/6/2020,159.42,NA,111.623,NA,109.976,,NA,NA,101.35,NA,NA,NA,NA
,,2/7/2020,160.638,NA,111.538,NA,109.949,,NA,NA,101.33,NA,NA,NA,NA
,,2/10/2020,161.066,NA,111.659,NA,109.942,,NA,NA,101.32,NA,NA,NA,NA
,,2/11/2020,160,NA,111.585,NA,109.883,,NA,NA,101.3,NA,NA,NA,NA
,,2/12/2020,159.85,NA,111.533,NA,109.893,,NA,NA,101.28,NA,NA,NA,NA
,,2/13/2020,159.96,NA,111.582,NA,109.847,,NA,NA,101.23,NA,NA,NA,NA
,,2/14/2020,160.32,NA,111.571,NA,109.8,,NA,NA,101.22,NA,NA,NA,NA
,,2/17/2020,160.29,NA,111.62,NA,109.788,,NA,NA,101.21,NA,NA,NA,NA
,,2/18/2020,160.62,NA,111.651,NA,109.787,,NA,NA,101.19,NA,NA,NA,NA
,,2/19/2020,161.556,NA,111.676,NA,109.764,,NA,NA,101.246,NA,NA,NA,NA
,,2/20/2020,161.05,NA,111.656,NA,109.711,,NA,NA,101.12,NA,NA,NA,NA
,,2/21/2020,161.04,NA,111.623,NA,109.696,,NA,NA,101.1,NA,NA,NA,NA
,,2/24/2020,162.69,NA,111.699,NA,109.699,,NA,NA,101.08,NA,NA,NA,NA
,,2/25/2020,162.928,NA,111.748,NA,109.702,,NA,NA,101.06,NA,NA,NA,NA
,,2/26/2020,162.378,NA,111.778,NA,109.69,,NA,NA,101.131,NA,NA,NA,NA
,,2/27/2020,163.071,NA,111.749,NA,109.678,,NA,NA,101.081,NA,NA,NA,NA
,,2/28/2020,162.995,NA,111.723,NA,109.694,,NA,NA,101.068,NA,NA,NA,NA
,,3/2/2020,162.774,NA,111.616,NA,109.571,,NA,NA,101.05,NA,NA,NA,NA
,,3/3/2020,163.145,NA,111.823,NA,109.645,,NA,NA,101.033,NA,NA,NA,NA
,,3/4/2020,163.133,NA,111.792,NA,109.609,,NA,NA,100.94,NA,NA,NA,NA
,,3/5/2020,162.49,NA,111.837,NA,109.528,,NA,NA,100.85,NA,NA,NA,NA
,,3/6/2020,163.489,NA,111.714,NA,109.48,,NA,NA,100.944,NA,NA,NA,NA
,,3/9/2020,163.47,NA,111.348,NA,109.441,,NA,NA,100.885,NA,NA,NA,NA
,,3/10/2020,161.245,NA,111.297,NA,109.337,,NA,NA,100.913,NA,NA,NA,NA
,,3/11/2020,160.39,NA,110.955,NA,109.347,,NA,NA,100.896,NA,NA,NA,NA
,,3/12/2020,158.169,NA,110.994,NA,109.187,,NA,NA,100.896,NA,NA,NA,NA
,,3/13/2020,155.58,NA,110.994,NA,109.106,,NA,NA,100.896,NA,NA,NA,NA
,,3/16/2020,155.463,NA,110.994,NA,109.051,,NA,NA,100.896,NA,NA,NA,NA
,,3/17/2020,151.803,NA,109.142,NA,108.95,,NA,NA,100.765,NA,NA,NA,NA
,,3/18/2020,145.479,NA,108.023,NA,108.609,,NA,NA,100.746,NA,NA,NA,NA
,,3/19/2020,146.039,NA,107.537,NA,108.331,,NA,NA,100.691,NA,NA,NA,NA
,,3/20/2020,143.45,NA,107.921,NA,108.321,,NA,NA,100.667,NA,NA,NA,NA
,,3/23/2020,143.49,NA,107.599,NA,108.255,,NA,NA,100.649,NA,NA,NA,NA
,,3/24/2020,145.933,NA,107.393,NA,108.121,,NA,NA,100.618,NA,NA,NA,NA
,,3/25/2020,145.172,NA,107.311,NA,108.119,,NA,NA,100.612,NA,NA,NA,NA
,,3/26/2020,146.561,NA,107.516,NA,108.127,,NA,NA,100.567,NA,NA,NA,NA
,,3/27/2020,148.16,NA,107.848,NA,108.146,,NA,NA,100.567,NA,NA,NA,NA
,,3/30/2020,148.496,NA,107.854,NA,108.086,,NA,NA,100.524,NA,NA,NA,NA
,,3/31/2020,148.025,NA,107.799,NA,108.061,,NA,NA,100.517,NA,NA,NA,NA
,,4/1/2020,147.623,NA,107.615,NA,108.025,,NA,NA,100.505,NA,NA,NA,NA
,,4/2/2020,147.434,NA,107.548,NA,107.969,,NA,NA,100.465,NA,NA,NA,NA
,,4/3/2020,147.526,NA,107.519,NA,107.967,,NA,NA,100.465,NA,NA,NA,NA
,,4/6/2020,147.474,NA,107.554,NA,107.929,,NA,NA,100.414,NA,NA,NA,NA
,,4/7/2020,146.19,NA,107.332,NA,107.887,,NA,NA,100.401,NA,NA,NA,NA
,,4/8/2020,145.914,NA,107.367,NA,107.815,,NA,NA,100.319,NA,NA,NA,NA
,,4/9/2020,147.486,NA,107.454,NA,107.877,,NA,NA,100.309,NA,NA,NA,NA
,,4/10/2020,147.578,NA,107.478,NA,107.931,,NA,NA,100.309,NA,NA,NA,NA
,,4/13/2020,147.536,NA,107.478,NA,107.903,,NA,NA,100.308,NA,NA,NA,NA
,,4/14/2020,149.25,NA,108.241,NA,107.992,,NA,NA,100.31,NA,NA,NA,NA
,,4/15/2020,150.35,NA,108.445,NA,108.013,,NA,NA,100.289,NA,NA,NA,NA
,,4/16/2020,150.488,NA,108.443,NA,107.962,,NA,NA,100.244,NA,NA,NA,NA
,,4/17/2020,150.581,NA,108.456,NA,107.929,,NA,NA,100.216,NA,NA,NA,NA
,,4/20/2020,150.322,NA,108.439,NA,107.927,,NA,NA,100.214,NA,NA,NA,NA
,,4/21/2020,150.836,NA,108.547,NA,107.882,,NA,NA,100.198,NA,NA,NA,NA
,,4/22/2020,150.118,NA,108.47,NA,107.87,,NA,NA,100.18,NA,NA,NA,NA
,,4/23/2020,151.095,NA,108.635,NA,107.874,,NA,NA,100.138,NA,NA,NA,NA
,,4/24/2020,151.872,NA,108.9,NA,107.873,,NA,NA,100.124,NA,NA,NA,NA
,,4/27/2020,152.122,NA,108.924,NA,107.829,,NA,NA,100.111,NA,NA,NA,NA
,,4/28/2020,152.574,NA,109.099,NA,107.867,,NA,NA,100.093,NA,NA,NA,NA
,,4/29/2020,152.97,NA,109.056,NA,107.793,,NA,NA,100.042,NA,NA,NA,NA
,,4/30/2020,154.692,NA,109.511,NA,107.851,,NA,NA,100.025,NA,NA,NA,NA
,,5/1/2020,154.697,NA,109.41,NA,107.796,,NA,NA,100.025,NA,NA,NA,NA
,,5/4/2020,154.253,NA,109.451,NA,107.784,,NA,NA,100.013,NA,NA,NA,NA
,,5/5/2020,154.252,NA,109.521,NA,107.776,,NA,NA,100.042,NA,NA,NA,NA
,,5/6/2020,153.305,NA,109.244,NA,107.744,,NA,NA,100.042,NA,NA,NA,NA
,,5/7/2020,153.82,NA,109.362,NA,107.714,,NA,NA,100.042,NA,NA,NA,NA
,,5/8/2020,153.338,NA,109.33,NA,107.694,,NA,NA,NA,NA,NA,NA,NA
,,5/11/2020,153.135,NA,109.256,NA,107.659,,NA,NA,NA,NA,NA,NA,NA
,,5/12/2020,153.033,NA,109.197,NA,107.596,,NA,NA,NA,NA,NA,NA,NA
,,5/13/2020,153.316,NA,109.198,NA,107.62,,NA,NA,NA,NA,NA,NA,NA
,,5/14/2020,153.101,NA,109.143,NA,107.537,,NA,NA,NA,NA,NA,NA,NA
,,5/15/2020,153.081,NA,109.083,NA,107.524,,NA,NA,NA,NA,NA,NA,NA
,,5/18/2020,152.089,NA,108.862,NA,107.482,,NA,NA,NA,NA,NA,NA,NA
,,5/19/2020,152.389,NA,108.863,NA,107.451,,NA,NA,NA,NA,NA,NA,NA
,,5/20/2020,152.69,NA,108.963,NA,107.457,,NA,NA,NA,NA,NA,NA,NA
,,5/21/2020,153.275,NA,109.04,NA,107.418,,NA,NA,NA,NA,NA,NA,NA
,,5/22/2020,153.287,NA,109.039,NA,107.419,,NA,NA,NA,NA,NA,NA,NA
,,5/25/2020,153.322,NA,109.017,NA,107.408,,NA,NA,NA,NA,NA,NA,NA
,,5/26/2020,152.925,NA,108.964,NA,107.385,,NA,NA,NA,NA,NA,NA,NA
,,5/27/2020,153.312,NA,109.049,NA,107.356,,NA,NA,NA,NA,NA,NA,NA
,,5/28/2020,153.634,NA,109.073,NA,107.331,,NA,NA,NA,NA,NA,NA,NA
,,5/29/2020,153.913,NA,109.17,NA,107.327,,NA,NA,NA,NA,NA,NA,NA
,,6/1/2020,153.427,NA,109.162,NA,107.307,,NA,NA,NA,NA,NA,NA,NA
,,6/2/2020,153.882,NA,109.244,NA,107.312,,NA,NA,NA,NA,NA,NA,NA
,,6/3/2020,153.918,NA,109.342,NA,107.299,,NA,NA,NA,NA,NA,NA,NA
,,6/4/2020,154.141,NA,109.519,NA,107.186,,NA,NA,NA,NA,NA,NA,NA
,,6/5/2020,155.357,NA,109.858,NA,107.298,,NA,NA,NA,NA,NA,NA,NA
,,6/8/2020,156.288,NA,110.042,NA,107.305,,NA,NA,NA,NA,NA,NA,NA
,,6/9/2020,155.781,NA,109.925,NA,107.278,,NA,NA,NA,NA,NA,NA,NA
,,6/10/2020,155.856,NA,109.912,NA,107.234,,NA,NA,NA,NA,NA,NA,NA
,,6/11/2020,156.528,NA,109.836,NA,107.202,,NA,NA,NA,NA,NA,NA,NA
,,6/12/2020,156.617,NA,109.792,NA,107.197,,NA,NA,NA,NA,NA,NA,NA
,,6/15/2020,156.324,NA,109.781,NA,107.161,,NA,NA,NA,NA,NA,NA,NA
,,6/16/2020,157.185,NA,109.995,NA,107.189,,NA,NA,NA,NA,NA,NA,NA
,,6/17/2020,156.882,NA,109.909,NA,107.171,,NA,NA,NA,NA,NA,NA,NA
,,6/18/2020,156.909,NA,109.791,NA,107.06,,NA,NA,NA,NA,NA,NA,NA
,,6/19/2020,156.791,NA,109.724,NA,107.087,,NA,NA,NA,NA,NA,NA,NA
,,6/22/2020,157.066,NA,109.763,NA,107.074,,NA,NA,NA,NA,NA,NA,NA
,,6/23/2020,156.556,NA,109.763,NA,107.038,,NA,NA,NA,NA,NA,NA,NA
,,6/24/2020,156.703,NA,109.706,NA,107.025,,NA,NA,NA,NA,NA,NA,NA
,,6/25/2020,156.822,NA,109.68,NA,106.991,,NA,NA,NA,NA,NA,NA,NA
,,6/26/2020,156.882,NA,109.694,NA,106.984,,NA,NA,NA,NA,NA,NA,NA
,,6/29/2020,156.316,NA,109.623,NA,106.963,,NA,NA,NA,NA,NA,NA,NA
,,6/30/2020,156.063,NA,109.597,NA,106.913,,NA,NA,NA,NA,NA,NA,NA
,,7/1/2020,155.313,NA,109.48,NA,106.919,,NA,NA,NA,NA,NA,NA,NA
,,7/2/2020,155.854,NA,109.553,NA,106.885,,NA,NA,NA,NA,NA,NA,NA
,,7/3/2020,155.51,NA,109.585,NA,106.825,,NA,NA,NA,NA,NA,NA,NA
,,7/6/2020,156.124,NA,109.599,NA,106.835,,NA,NA,NA,NA,NA,NA,NA
,,7/7/2020,155.52,NA,109.576,NA,106.83,,NA,NA,NA,NA,NA,NA,NA
,,7/8/2020,156.429,NA,109.599,NA,106.807,,NA,NA,NA,NA,NA,NA,NA
,,7/9/2020,156.829,NA,109.628,NA,106.774,,NA,NA,NA,NA,NA,NA,NA
,,7/10/2020,156.855,NA,109.562,NA,106.763,,NA,NA,NA,NA,NA,NA,NA
,,7/13/2020,156.156,NA,109.534,NA,106.722,,NA,NA,NA,NA,NA,NA,NA
,,7/14/2020,156.655,NA,109.547,NA,106.708,,NA,NA,NA,NA,NA,NA,NA
,,7/15/2020,157.006,NA,109.599,NA,106.702,,NA,NA,NA,NA,NA,NA,NA
,,7/16/2020,157.238,NA,109.66,NA,106.712,,NA,NA,NA,NA,NA,NA,NA
,,7/17/2020,157.329,NA,109.718,NA,106.702,,NA,NA,NA,NA,NA,NA,NA
,,7/20/2020,157.703,NA,109.746,NA,106.679,,NA,NA,NA,NA,NA,NA,NA
,,7/21/2020,158.005,NA,109.856,NA,106.735,,NA,NA,NA,NA,NA,NA,NA
,,7/22/2020,158.69,NA,109.948,NA,106.719,,NA,NA,NA,NA,NA,NA,NA
,,7/23/2020,158.901,NA,109.947,NA,106.654,,NA,NA,NA,NA,NA,NA,NA
,,7/24/2020,158.456,NA,109.821,NA,106.683,,NA,NA,NA,NA,NA,NA,NA
,,7/27/2020,159.016,NA,109.894,NA,106.651,,NA,NA,NA,NA,NA,NA,NA
,,7/28/2020,159.478,NA,109.982,NA,106.656,,NA,NA,NA,NA,NA,NA,NA
,,7/29/2020,159.23,NA,110.01,NA,106.646,,NA,NA,NA,NA,NA,NA,NA
,,7/30/2020,159.888,NA,110.092,NA,106.62,,NA,NA,NA,NA,NA,NA,NA
,,7/31/2020,159.337,NA,110.039,NA,106.582,,NA,NA,NA,NA,NA,NA,NA
,,8/3/2020,159.62,NA,110.025,NA,106.546,,NA,NA,NA,NA,NA,NA,NA
,,8/4/2020,159.871,NA,110.035,NA,106.553,,NA,NA,NA,NA,NA,NA,NA
,,8/5/2020,159.448,NA,109.992,NA,106.515,,NA,NA,NA,NA,NA,NA,NA
,,8/6/2020,159.948,NA,110.072,NA,106.473,,NA,NA,NA,NA,NA,NA,NA
,,8/7/2020,159.564,NA,109.988,NA,106.481,,NA,NA,NA,NA,NA,NA,NA
,,8/10/2020,160.244,NA,110.093,NA,106.434,,NA,NA,NA,NA,NA,NA,NA
,,8/11/2020,159.812,NA,110.113,NA,106.429,,NA,NA,NA,NA,NA,NA,NA
,,8/12/2020,159.421,NA,110.085,NA,106.405,,NA,NA,NA,NA,NA,NA,NA
,,8/13/2020,158.797,NA,109.959,NA,106.375,,NA,NA,NA,NA,NA,NA,NA
,,8/14/2020,158.771,NA,110.018,NA,106.337,,NA,NA,NA,NA,NA,NA,NA
,,8/17/2020,159.336,NA,110.036,NA,106.322,,NA,NA,NA,NA,NA,NA,NA
,,8/18/2020,159.705,NA,110.054,NA,106.327,,NA,NA,NA,NA,NA,NA,NA
,,8/19/2020,159.852,NA,110.115,NA,106.292,,NA,NA,NA,NA,NA,NA,NA
,,8/20/2020,160.208,NA,110.103,NA,106.235,,NA,NA,NA,NA,NA,NA,NA
,,8/21/2020,160.491,NA,110.113,NA,106.216,,NA,NA,NA,NA,NA,NA,NA
,,8/24/2020,160.147,NA,110.043,NA,106.177,,NA,NA,NA,NA,NA,NA,NA
,,8/25/2020,159.346,NA,109.962,NA,106.164,,NA,NA,NA,NA,NA,NA,NA
,,8/26/2020,159.052,NA,109.943,NA,106.177,,NA,NA,NA,NA,NA,NA,NA
,,8/27/2020,158.588,NA,109.913,NA,106.102,,NA,NA,NA,NA,NA,NA,NA
,,8/28/2020,158.776,NA,109.941,NA,106.114,,NA,NA,NA,NA,NA,NA,NA
,,8/31/2020,158.398,NA,109.869,NA,106.04,,NA,NA,NA,NA,NA,NA,NA
,,9/1/2020,159.032,NA,109.989,NA,106.06,,NA,NA,NA,NA,NA,NA,NA
,,9/2/2020,159.688,NA,110.076,NA,106.064,,NA,NA,NA,NA,NA,NA,NA
,,9/3/2020,160.078,NA,110.057,NA,106.024,,NA,NA,NA,NA,NA,NA,NA
,,9/4/2020,159.595,NA,110.048,NA,106.009,,NA,NA,NA,NA,NA,NA,NA
,,9/7/2020,159.359,NA,110.052,NA,106.009,,NA,NA,NA,NA,NA,NA,NA
,,9/8/2020,159.955,NA,110.08,NA,105.988,,NA,NA,NA,NA,NA,NA,NA
,,9/9/2020,159.171,NA,110,NA,105.947,,NA,NA,NA,NA,NA,NA,NA
,,9/10/2020,158.997,NA,109.939,NA,105.928,,NA,NA,NA,NA,NA,NA,NA
,,9/11/2020,159.67,NA,110.029,NA,105.899,,NA,NA,NA,NA,NA,NA,NA
,,9/14/2020,159.692,NA,110.027,NA,105.908,,NA,NA,NA,NA,NA,NA,NA
,,9/15/2020,159.586,NA,109.953,NA,105.885,,NA,NA,NA,NA,NA,NA,NA
,,9/16/2020,159.629,NA,109.965,NA,105.895,,NA,NA,NA,NA,NA,NA,NA
,,9/17/2020,159.745,NA,109.958,NA,105.882,,NA,NA,NA,NA,NA,NA,NA
,,9/18/2020,159.64,NA,109.984,NA,105.799,,NA,NA,NA,NA,NA,NA,NA
,,9/21/2020,160.268,NA,110.037,NA,105.786,,NA,NA,NA,NA,NA,NA,NA
,,9/22/2020,159.589,NA,109.956,NA,105.76,,NA,NA,NA,NA,NA,NA,NA
,,9/23/2020,159.407,NA,109.942,NA,105.722,,NA,NA,NA,NA,NA,NA,NA
,,9/24/2020,159.342,NA,109.879,NA,105.701,,NA,NA,NA,NA,NA,NA,NA
,,9/25/2020,159.366,NA,109.874,NA,105.682,,NA,NA,NA,NA,NA,NA,NA
,,9/28/2020,159.6,NA,109.882,NA,105.658,,NA,NA,NA,NA,NA,NA,NA
,,9/29/2020,159.856,NA,109.89,NA,105.656,,NA,NA,NA,NA,NA,NA,NA
,,9/30/2020,159.605,NA,109.871,NA,105.611,,NA,NA,NA,NA,NA,NA,NA
,,10/1/2020,159.987,NA,109.916,NA,105.585,,NA,NA,NA,NA,NA,NA,NA
,,10/2/2020,160.228,NA,109.931,NA,105.59,,NA,NA,NA,NA,NA,NA,NA
,,10/5/2020,159.781,NA,109.968,NA,105.56,,NA,NA,NA,NA,NA,NA,NA
,,10/6/2020,160.292,NA,110.066,NA,105.566,,NA,NA,NA,NA,NA,NA,NA
,,10/7/2020,159.98,NA,110.022,NA,105.552,,NA,NA,NA,NA,NA,NA,NA
,,10/8/2020,160.515,NA,110.075,NA,105.513,,NA,NA,NA,NA,NA,NA,NA
,,10/9/2020,160.38,NA,110.099,NA,105.504,,NA,NA,NA,NA,NA,NA,NA
,,10/12/2020,160.62,NA,110.156,NA,105.501,,NA,NA,NA,NA,NA,NA,NA
,,10/13/2020,160.775,NA,110.146,NA,105.5,,NA,NA,NA,NA,NA,NA,NA
,,10/14/2020,160.976,NA,110.171,NA,105.464,,NA,NA,NA,NA,NA,NA,NA
,,10/15/2020,161.439,NA,110.181,NA,105.404,,NA,NA,NA,NA,NA,NA,NA
,,10/16/2020,161.517,NA,110.187,NA,105.405,,NA,NA,NA,NA,NA,NA,NA
,,10/19/2020,161.538,NA,110.247,NA,105.388,,NA,NA,NA,NA,NA,NA,NA
,,10/20/2020,161.276,NA,110.182,NA,105.373,,NA,NA,NA,NA,NA,NA,NA
,,10/21/2020,161.052,NA,110.201,NA,105.379,,NA,NA,NA,NA,NA,NA,NA
,,10/22/2020,160.704,NA,110.142,NA,105.306,,NA,NA,NA,NA,NA,NA,NA
,,10/23/2020,160.931,NA,110.159,NA,105.269,,NA,NA,NA,NA,NA,NA,NA
,,10/26/2020,160.943,NA,110.119,NA,105.256,,NA,NA,NA,NA,NA,NA,NA
,,10/27/2020,161.677,NA,110.201,NA,105.242,,NA,NA,NA,NA,NA,NA,NA
,,10/28/2020,161.828,NA,110.2,NA,105.257,,NA,NA,NA,NA,NA,NA,NA
,,10/29/2020,161.785,NA,110.193,NA,105.202,,NA,NA,NA,NA,NA,NA,NA
,,10/30/2020,161.512,NA,110.188,NA,105.15,,NA,NA,NA,NA,NA,NA,NA
,,11/2/2020,161.635,NA,110.15,NA,105.142,,NA,NA,NA,NA,NA,NA,NA
,,11/3/2020,161.432,NA,110.135,NA,105.145,,NA,NA,NA,NA,NA,NA,NA
,,11/4/2020,161.779,NA,110.144,NA,105.102,,NA,NA,NA,NA,NA,NA,NA
,,11/5/2020,162.136,NA,110.172,NA,105.07,,NA,NA,NA,NA,NA,NA,NA
,,11/6/2020,162.026,NA,110.203,NA,105.041,,NA,NA,NA,NA,NA,NA,NA
,,11/9/2020,160.988,NA,110.154,NA,105.023,,NA,NA,NA,NA,NA,NA,NA
,,11/10/2020,160.636,NA,110.077,NA,105.019,,NA,NA,NA,NA,NA,NA,NA
,,11/11/2020,161.232,NA,110.204,NA,104.997,,NA,NA,NA,NA,NA,NA,NA
,,11/12/2020,161.57,NA,110.132,NA,104.944,,NA,NA,NA,NA,NA,NA,NA
,,11/13/2020,161.609,NA,110.139,NA,104.916,,NA,NA,NA,NA,NA,NA,NA
,,11/16/2020,161.846,NA,110.144,NA,104.896,,NA,NA,NA,NA,NA,NA,NA
,,11/17/2020,162.111,NA,110.174,NA,104.894,,NA,NA,NA,NA,NA,NA,NA
,,11/18/2020,161.965,NA,110.163,NA,104.861,,NA,NA,NA,NA,NA,NA,NA
,,11/19/2020,162.212,NA,110.141,NA,104.803,,NA,NA,NA,NA,NA,NA,NA
,,11/20/2020,162.542,NA,110.155,NA,104.791,,NA,NA,NA,NA,NA,NA,NA
,,11/23/2020,162.351,NA,110.191,NA,104.791,,NA,NA,NA,NA,NA,NA,NA
,,11/24/2020,162.195,NA,110.147,NA,104.758,,NA,NA,NA,NA,NA,NA,NA
,,11/25/2020,162.105,NA,110.14,NA,104.744,,NA,NA,NA,NA,NA,NA,NA
,,11/26/2020,162.317,NA,110.087,NA,104.68,,NA,NA,NA,NA,NA,NA,NA
,,11/27/2020,162.383,NA,110.093,NA,104.674,,NA,NA,NA,NA,NA,NA,NA
,,11/30/2020,161.943,NA,110.004,NA,104.656,,NA,NA,NA,NA,NA,NA,NA
,,12/1/2020,161.418,NA,109.904,NA,104.656,,NA,NA,NA,NA,NA,NA,NA
,,12/2/2020,161.319,NA,109.902,NA,104.62,,NA,NA,NA,NA,NA,NA,NA
,,12/3/2020,161.877,NA,109.969,NA,104.569,,NA,NA,NA,NA,NA,NA,NA
,,12/4/2020,161.795,NA,109.983,NA,104.573,,NA,NA,NA,NA,NA,NA,NA
,,12/7/2020,162.274,NA,110.002,NA,104.544,,NA,NA,NA,NA,NA,NA,NA
,,12/8/2020,162.521,NA,110.034,NA,104.538,,NA,NA,NA,NA,NA,NA,NA
,,12/9/2020,162.596,NA,110.041,NA,104.509,,NA,NA,NA,NA,NA,NA,NA
,,12/10/2020,162.574,NA,110.019,NA,104.463,,NA,NA,NA,NA,NA,NA,NA
,,12/11/2020,162.893,NA,110.016,NA,104.432,,NA,NA,NA,NA,NA,NA,NA
,,12/14/2020,162.785,NA,109.994,NA,104.424,,NA,NA,NA,NA,NA,NA,NA
,,12/15/2020,162.534,NA,109.912,NA,104.398,,NA,NA,NA,NA,NA,NA,NA
,,12/16/2020,161.943,NA,109.795,NA,104.379,,NA,NA,NA,NA,NA,NA,NA
,,12/17/2020,162.147,NA,109.756,NA,104.313,,NA,NA,NA,NA,NA,NA,NA
,,12/18/2020,162.062,NA,109.799,NA,104.298,,NA,NA,NA,NA,NA,NA,NA
,,12/21/2020,161.926,NA,109.76,NA,104.263,,NA,NA,NA,NA,NA,NA,NA
,,12/22/2020,162.251,NA,109.784,NA,104.25,,NA,NA,NA,NA,NA,NA,NA
,,12/23/2020,161.463,NA,109.628,NA,104.169,,NA,NA,NA,NA,NA,NA,NA
,,12/24/2020,161.158,NA,109.627,NA,104.155,,NA,NA,NA,NA,NA,NA,NA
,,12/25/2020,161.211,NA,109.645,NA,104.163,,NA,NA,NA,NA,NA,NA,NA
,,12/28/2020,161.193,NA,109.654,NA,104.149,,NA,NA,NA,NA,NA,NA,NA
,,12/29/2020,161.657,NA,109.719,NA,104.139,,NA,NA,NA,NA,NA,NA,NA
,,12/30/2020,161.732,NA,109.615,NA,104.042,,NA,NA,NA,NA,NA,NA,NA
,,12/31/2020,161.715,NA,109.617,NA,104.03,,NA,NA,NA,NA,NA,NA,NA
,,1/1/2021,161.715,NA,109.617,NA,104.03,,NA,NA,NA,NA,NA,NA,NA
,,1/4/2021,162.056,NA,109.635,NA,104.013,,NA,NA,NA,NA,NA,NA,NA
,,1/5/2021,161.792,NA,109.587,NA,103.989,,NA,NA,NA,NA,NA,NA,NA
,,1/6/2021,161.644,NA,109.571,NA,103.974,,NA,NA,NA,NA,NA,NA,NA
,,1/7/2021,161.819,NA,109.6,NA,103.932,,NA,NA,NA,NA,NA,NA,NA
,,1/8/2021,161.723,NA,109.569,NA,103.924,,NA,NA,NA,NA,NA,NA,NA
,,1/11/2021,161.199,NA,109.561,NA,103.862,,NA,NA,NA,NA,NA,NA,NA
,,1/12/2021,160.878,NA,109.503,NA,103.876,,NA,NA,NA,NA,NA,NA,NA
,,1/13/2021,161.492,NA,109.534,NA,103.826,,NA,NA,NA,NA,NA,NA,NA
,,1/14/2021,161.681,NA,109.552,NA,103.805,,NA,NA,NA,NA,NA,NA,NA
